OpportunityKey,CampaignKey,CreatedDate,ExpectedCloseDate,CustomerKey,SalesRepKey,RegionKey,PrimaryProductKey,SalesStage,StageProbability,OpportunityAmount,WeightedPipeline,LostReason,NextStepMissing
OP01154,CA01154,2025-04-17,2025-07-05,C005,S001,R01,P006,Closed Won,1.0000,7751.86,7751.86,,False
OP01155,CA01155,2025-05-18,2025-07-20,C024,S001,R01,P001,Closed Won,1.0000,34221.81,34221.81,,False
OP01156,CA01156,2025-04-06,2025-07-05,C007,S005,R05,P006,Closed Won,1.0000,19686.43,19686.43,,False
OP01157,CA01157,2025-05-05,2025-06-23,C029,S003,R03,P007,Closed Won,1.0000,76078.86,76078.86,,False
OP01158,CA01158,2025-06-04,2025-07-19,C007,S002,R02,P008,Closed Won,1.0000,138386.46,138386.46,,False
OP01159,CA01159,2025-04-26,2025-06-29,C009,S003,R03,P002,Prospecting,0.1500,43463.24,6519.49,,False
OP01160,CA01160,2025-04-19,2025-06-16,C004,S012,R06,P007,Closed Lost,0.0000,47953.31,0.00,Competitor,False
OP01161,CA01161,2025-06-22,2025-07-05,C029,S003,R03,P003,Prospecting,0.1500,69984.34,10497.65,,False
OP01162,CA01162,2025-04-05,2025-06-19,C017,S002,R02,P008,Closed Won,1.0000,181714.19,181714.19,,False
OP01163,CA01163,2025-05-19,2025-07-13,C027,S002,R02,P003,Proposal,0.5500,180119.11,99065.51,,False
OP01164,CA01164,2025-04-16,2025-06-30,C015,S011,R05,P006,Qualified,0.3000,308990.37,92697.11,,False
OP01165,CA01165,2025-04-30,2025-06-27,C016,S003,R03,P004,Proposal,0.5500,89421.79,49181.98,,False
OP01166,CA01166,2025-06-09,2025-07-14,C012,S010,R04,P003,Closed Won,1.0000,62221.56,62221.56,,False
OP01167,CA01167,2025-07-05,2025-07-21,C003,S010,R04,P003,Prospecting,0.1500,46909.50,7036.43,,False
OP01168,CA01168,2025-04-09,2025-06-24,C027,S001,R01,P007,Closed Lost,0.0000,19812.08,0.00,Price,False
OP01169,CA01169,2025-05-01,2025-06-22,C006,S002,R02,P002,Proposal,0.5500,67260.04,36993.02,,False
OP01170,CA01170,2025-05-14,2025-07-18,C029,S005,R05,P008,Prospecting,0.1500,311419.83,46712.97,,False
OP01171,CA01171,2025-05-29,2025-07-02,C027,S002,R02,P004,Negotiation,0.7200,483946.67,348441.60,,False
OP01172,CA01172,2025-06-14,2025-07-18,C022,S002,R02,P005,Proposal,0.5500,237665.42,130715.98,,False
OP01173,CA01173,2025-05-04,2025-07-01,C017,S005,R05,P002,Prospecting,0.1500,20909.85,3136.48,,False
OP01174,CA01174,2025-04-21,2025-07-06,C009,S006,R06,P002,Prospecting,0.1500,768242.85,115236.43,,False
OP01175,CA01175,2025-04-09,2025-07-07,C012,S003,R03,P007,Closed Won,1.0000,20540.05,20540.05,,False
OP01176,CA01176,2025-04-22,2025-07-14,C020,S001,R01,P001,Prospecting,0.1500,40838.31,6125.75,,False
OP01177,CA01177,2025-06-06,2025-07-09,C019,S003,R03,P008,Closed Won,1.0000,99414.45,99414.45,,False
OP01178,CA01178,2025-04-25,2025-07-08,C021,S008,R02,P001,Proposal,0.5500,82057.16,45131.44,,True
OP01179,CA01179,2025-04-01,2025-06-23,C027,S007,R01,P005,Prospecting,0.1500,60776.58,9116.49,,False
OP01180,CA01180,2025-05-19,2025-06-24,C005,S002,R02,P004,Qualified,0.3000,111433.48,33430.05,,True
OP01181,CA01181,2025-06-12,2025-07-10,C030,S006,R06,P008,Closed Won,1.0000,225674.08,225674.08,,False
OP01182,CA01182,2025-04-02,2025-06-10,C003,S011,R05,P003,Negotiation,0.7200,182648.67,131507.04,,False
OP01183,CA01183,2025-06-10,2025-07-10,C022,S009,R03,P006,Qualified,0.3000,151559.12,45467.74,,False
OP01184,CA01184,2025-05-15,2025-07-03,C002,S010,R04,P002,Closed Won,1.0000,18829.74,18829.74,,False
OP01185,CA01185,2025-05-28,2025-07-17,C029,S009,R03,P003,Closed Won,1.0000,657458.18,657458.18,,False
OP01186,CA01186,2025-05-13,2025-06-15,C027,S005,R05,P006,Prospecting,0.1500,670.91,100.64,,False
OP01187,CA01187,2025-04-27,2025-07-23,C014,S001,R01,P007,Closed Won,1.0000,35868.58,35868.58,,False
OP01188,CA01188,2025-05-02,2025-06-29,C024,S001,R01,P007,Proposal,0.5500,13915.63,7653.59,,False
OP01189,CA01189,2025-05-25,2025-07-14,C026,S012,R06,P007,Prospecting,0.1500,119640.40,17946.06,,False
OP01190,CA01190,2025-03-22,2025-06-08,C030,S003,R03,P002,Closed Won,1.0000,70844.83,70844.83,,False
OP01191,CA01191,2025-05-20,2025-07-10,C006,S007,R01,P005,Qualified,0.3000,196350.86,58905.26,,False
OP01192,CA01192,2025-06-15,2025-06-27,C002,S007,R01,P005,Prospecting,0.1500,78824.43,11823.67,,False
OP01193,CA01193,2025-05-22,2025-06-21,C004,S001,R01,P003,Proposal,0.5500,138173.02,75995.16,,False
OP01194,CA01194,2025-07-31,2025-08-13,C018,S003,R03,P004,Closed Lost,0.0000,49270.82,0.00,Timing,False
OP01195,CA01195,2025-05-11,2025-08-01,C026,S011,R05,P007,Qualified,0.3000,16043.07,4812.92,,False
OP01196,CA01196,2025-06-12,2025-07-22,C029,S007,R01,P005,Prospecting,0.1500,215459.08,32318.86,,False
OP01197,CA01197,2025-04-29,2025-07-28,C028,S007,R01,P006,Prospecting,0.1500,14713.48,2207.02,,False
OP01198,CA01198,2025-07-03,2025-07-25,C002,S010,R04,P005,Closed Won,1.0000,31934.13,31934.13,,False
OP01199,CA01199,2025-05-22,2025-08-11,C022,S008,R02,P006,Prospecting,0.1500,42386.68,6358.00,,True
OP01200,CA01200,2025-05-27,2025-07-24,C021,S003,R03,P004,Prospecting,0.1500,84664.69,12699.70,,False
OP01201,CA01201,2025-06-12,2025-08-02,C006,S004,R04,P004,Closed Lost,0.0000,82281.62,0.00,Price,False
OP01202,CA01202,2025-06-23,2025-08-23,C006,S012,R06,P001,Proposal,0.5500,11316.96,6224.33,,False
OP01203,CA01203,2025-06-09,2025-07-11,C022,S011,R05,P002,Qualified,0.3000,92781.11,27834.33,,False
OP01204,CA01204,2025-05-06,2025-08-02,C022,S004,R04,P007,Prospecting,0.1500,2602.50,390.37,,False
OP01205,CA01205,2025-07-21,2025-08-18,C020,S006,R06,P004,Proposal,0.5500,219658.98,120812.44,,False
OP01206,CA01206,2025-05-14,2025-07-30,C008,S011,R05,P003,Closed Won,1.0000,121046.99,121046.99,,False
OP01207,CA01207,2025-05-23,2025-08-05,C004,S010,R04,P004,Prospecting,0.1500,38891.38,5833.71,,False
OP01208,CA01208,2025-07-19,2025-08-04,C002,S009,R03,P008,Negotiation,0.7200,378052.38,272197.72,,False
OP01209,CA01209,2025-07-17,2025-08-03,C012,S003,R03,P004,Negotiation,0.7200,74623.08,53728.62,,False
OP01210,CA01210,2025-06-20,2025-08-06,C026,S008,R02,P002,Closed Won,1.0000,130667.54,130667.54,,False
OP01211,CA01211,2025-05-23,2025-08-20,C014,S007,R01,P007,Proposal,0.5500,46400.12,25520.06,,True
OP01212,CA01212,2025-05-16,2025-07-24,C028,S012,R06,P006,Prospecting,0.1500,45172.05,6775.81,,False
OP01213,CA01213,2025-07-11,2025-08-02,C009,S010,R04,P001,Closed Lost,0.0000,23104.68,0.00,Budget Frozen,False
OP01214,CA01214,2025-05-09,2025-07-28,C001,S008,R02,P006,Qualified,0.3000,54859.47,16457.84,,True
OP01215,CA01215,2025-05-12,2025-07-30,C011,S003,R03,P006,Closed Won,1.0000,60914.55,60914.55,,False
OP01216,CA01216,2025-05-22,2025-07-29,C017,S008,R02,P007,Negotiation,0.7200,43909.15,31614.59,,False
OP01217,CA01217,2025-07-04,2025-08-01,C029,S010,R04,P007,Prospecting,0.1500,29187.44,4378.12,,False
OP01218,CA01218,2025-06-14,2025-08-07,C011,S002,R02,P004,Proposal,0.5500,101229.59,55676.28,,False
OP01219,CA01219,2025-07-12,2025-08-18,C017,S004,R04,P008,Prospecting,0.1500,19397.66,2909.65,,False
OP01220,CA01220,2025-07-04,2025-08-11,C022,S004,R04,P008,Closed Lost,0.0000,102016.24,0.00,Budget Frozen,False
OP01221,CA01221,2025-07-20,2025-08-15,C008,S012,R06,P003,Qualified,0.3000,59346.02,17803.81,,False
OP01222,CA01222,2025-07-25,2025-08-07,C028,S008,R02,P004,Closed Won,1.0000,115827.67,115827.67,,False
OP01223,CA01223,2025-06-02,2025-07-12,C011,S010,R04,P007,Prospecting,0.1500,84558.27,12683.74,,False
OP01224,CA01224,2025-07-06,2025-08-05,C011,S006,R06,P007,Qualified,0.3000,33907.07,10172.12,,False
OP01225,CA01225,2025-06-11,2025-07-29,C001,S001,R01,P004,Negotiation,0.7200,138768.21,99913.11,,False
OP01226,CA01226,2025-06-22,2025-07-21,C029,S012,R06,P004,Closed Lost,0.0000,76903.84,0.00,Budget Frozen,False
OP01227,CA01227,2025-07-18,2025-07-30,C026,S001,R01,P007,Closed Won,1.0000,216755.43,216755.43,,False
OP01228,CA01228,2025-06-18,2025-08-18,C024,S003,R03,P004,Qualified,0.3000,121407.43,36422.23,,False
OP01229,CA01229,2025-06-20,2025-07-28,C013,S003,R03,P002,Prospecting,0.1500,50605.97,7590.89,,False
OP01230,CA01230,2025-07-23,2025-08-04,C022,S006,R06,P006,Prospecting,0.1500,16148.98,2422.35,,False
OP01231,CA01231,2025-04-24,2025-07-21,C025,S005,R05,P001,Prospecting,0.1500,110149.97,16522.50,,False
OP01232,CA01232,2025-07-16,2025-08-10,C011,S004,R04,P008,Prospecting,0.1500,52164.91,7824.74,,False
OP01233,CA01233,2025-07-07,2025-08-19,C022,S010,R04,P008,Qualified,0.3000,138135.41,41440.62,,False
OP01234,CA01234,2025-05-24,2025-07-17,C014,S006,R06,P001,Qualified,0.3000,126399.58,37919.87,,False
OP01235,CA01235,2025-06-28,2025-07-28,C010,S007,R01,P006,Closed Lost,0.0000,90062.23,0.00,Timing,False
OP01236,CA01236,2025-07-02,2025-08-04,C001,S006,R06,P002,Prospecting,0.1500,84849.53,12727.43,,False
OP01237,CA01237,2025-07-02,2025-07-17,C019,S002,R02,P003,Proposal,0.5500,139230.55,76576.80,,False
OP01238,CA01238,2025-06-17,2025-07-28,C013,S012,R06,P002,Closed Lost,0.0000,24634.85,0.00,Price,False
OP01239,CA01239,2025-07-06,2025-08-01,C009,S012,R06,P002,Closed Won,1.0000,182377.65,182377.65,,False
OP01240,CA01240,2025-06-19,2025-08-20,C012,S007,R01,P003,Prospecting,0.1500,540548.72,81082.31,,False
OP01241,CA01241,2025-07-11,2025-08-07,C021,S010,R04,P004,Closed Won,1.0000,84231.66,84231.66,,False
OP01242,CA01242,2025-06-02,2025-08-01,C024,S003,R03,P001,Proposal,0.5500,497912.49,273851.87,,False
OP01243,CA01243,2025-07-02,2025-07-19,C020,S003,R03,P008,Qualified,0.3000,346260.13,103878.04,,False
OP01244,CA01244,2025-07-03,2025-08-09,C003,S011,R05,P002,Prospecting,0.1500,29686.97,4453.05,,False
OP01245,CA01245,2025-06-01,2025-07-27,C016,S005,R05,P002,Closed Lost,0.0000,92056.10,0.00,Budget Frozen,False
OP01246,CA01246,2025-07-07,2025-07-21,C010,S011,R05,P003,Qualified,0.3000,153432.10,46029.63,,False
OP01247,CA01247,2025-07-03,2025-09-13,C019,S008,R02,P003,Qualified,0.3000,99020.16,29706.05,,False
OP01248,CA01248,2025-07-15,2025-08-19,C011,S006,R06,P006,Qualified,0.3000,21378.19,6413.46,,False
OP01249,CA01249,2025-06-27,2025-08-23,C005,S007,R01,P003,Negotiation,0.7200,299972.48,215980.19,,False
OP01250,CA01250,2025-06-22,2025-09-13,C016,S004,R04,P002,Closed Won,1.0000,10607.25,10607.25,,False
OP01251,CA01251,2025-07-10,2025-09-04,C008,S005,R05,P005,Proposal,0.5500,763346.04,419840.32,,False
OP01252,CA01252,2025-07-11,2025-09-13,C013,S002,R02,P003,Closed Won,1.0000,69035.63,69035.63,,True
OP01253,CA01253,2025-06-17,2025-09-13,C011,S006,R06,P008,Prospecting,0.1500,836371.18,125455.68,,False
OP01254,CA01254,2025-06-28,2025-09-22,C015,S009,R03,P004,Prospecting,0.1500,121711.22,18256.68,,False
OP01255,CA01255,2025-07-02,2025-08-30,C006,S009,R03,P003,Closed Lost,0.0000,274467.77,0.00,Competitor,False
OP01256,CA01256,2025-08-13,2025-09-15,C018,S010,R04,P002,Proposal,0.5500,64990.05,35744.53,,False
OP01257,CA01257,2025-08-27,2025-09-08,C019,S007,R01,P008,Negotiation,0.7200,587843.72,423247.48,,False
OP01258,CA01258,2025-06-26,2025-08-31,C003,S005,R05,P008,Closed Won,1.0000,119274.00,119274.00,,False
OP01259,CA01259,2025-08-12,2025-08-25,C004,S006,R06,P005,Qualified,0.3000,302946.99,90884.10,,False
OP01260,CA01260,2025-07-06,2025-08-22,C021,S011,R05,P007,Closed Won,1.0000,189745.35,189745.35,,False
OP01261,CA01261,2025-08-23,2025-09-07,C022,S005,R05,P003,Qualified,0.3000,965.49,289.65,,False
OP01262,CA01262,2025-07-27,2025-09-08,C013,S011,R05,P008,Proposal,0.5500,572389.37,314814.16,,False
OP01263,CA01263,2025-07-12,2025-08-24,C010,S005,R05,P002,Closed Won,1.0000,107069.25,107069.25,,False
OP01264,CA01264,2025-08-31,2025-09-15,C014,S007,R01,P008,Proposal,0.5500,356282.73,195955.50,,False
OP01265,CA01265,2025-05-18,2025-08-11,C021,S008,R02,P004,Prospecting,0.1500,156911.14,23536.67,,False
OP01266,CA01266,2025-07-24,2025-09-12,C005,S002,R02,P004,Qualified,0.3000,262759.15,78827.74,,False
OP01267,CA01267,2025-06-18,2025-08-16,C010,S001,R01,P008,Proposal,0.5500,608971.60,334934.38,,True
OP01268,CA01268,2025-06-10,2025-08-19,C014,S012,R06,P007,Proposal,0.5500,185679.52,102123.74,,False
OP01269,CA01269,2025-08-05,2025-08-31,C026,S002,R02,P001,Closed Won,1.0000,79391.56,79391.56,,False
OP01270,CA01270,2025-08-11,2025-09-06,C007,S009,R03,P008,Qualified,0.3000,71311.36,21393.41,,False
OP01271,CA01271,2025-06-07,2025-09-02,C003,S011,R05,P006,Prospecting,0.1500,11239.73,1685.96,,False
OP01272,CA01272,2025-08-23,2025-09-05,C009,S006,R06,P004,Qualified,0.3000,230305.68,69091.70,,False
OP01273,CA01273,2025-07-31,2025-09-12,C001,S003,R03,P008,Qualified,0.3000,43885.67,13165.70,,False
OP01274,CA01274,2025-07-21,2025-08-30,C012,S003,R03,P002,Proposal,0.5500,59799.86,32889.92,,False
OP01275,CA01275,2025-07-03,2025-09-02,C013,S009,R03,P003,Proposal,0.5500,35353.47,19444.41,,False
OP01276,CA01276,2025-07-01,2025-09-05,C027,S011,R05,P001,Negotiation,0.7200,107271.43,77235.43,,False
OP01277,CA01277,2025-06-19,2025-09-11,C024,S006,R06,P003,Qualified,0.3000,69129.84,20738.95,,True
OP01278,CA01278,2025-08-01,2025-09-20,C026,S010,R04,P008,Prospecting,0.1500,214564.48,32184.67,,True
OP01279,CA01279,2025-06-09,2025-08-19,C011,S002,R02,P004,Prospecting,0.1500,340622.27,51093.34,,True
OP01280,CA01280,2025-07-27,2025-09-16,C003,S010,R04,P005,Proposal,0.5500,272969.53,150133.24,,True
OP01281,CA01281,2025-06-02,2025-08-31,C025,S008,R02,P001,Prospecting,0.1500,28310.77,4246.61,,False
OP01282,CA01282,2025-07-30,2025-09-06,C023,S010,R04,P006,Closed Lost,0.0000,203940.37,0.00,Competitor,False
OP01283,CA01283,2025-08-19,2025-09-12,C030,S008,R02,P002,Prospecting,0.1500,33317.48,4997.62,,False
OP01284,CA01284,2025-05-30,2025-08-20,C007,S011,R05,P002,Qualified,0.3000,67698.50,20309.55,,False
OP01285,CA01285,2025-07-14,2025-09-06,C002,S009,R03,P001,Closed Lost,0.0000,122445.97,0.00,Competitor,True
OP01286,CA01286,2025-07-19,2025-08-27,C026,S006,R06,P001,Prospecting,0.1500,14805.55,2220.83,,False
OP01287,CA01287,2025-07-29,2025-09-10,C019,S004,R04,P003,Closed Won,1.0000,171088.98,171088.98,,False
OP01288,CA01288,2025-07-19,2025-09-03,C025,S005,R05,P006,Qualified,0.3000,57149.36,17144.81,,False
OP01289,CA01289,2025-08-11,2025-09-18,C023,S005,R05,P008,Proposal,0.5500,146461.21,80553.67,,False
OP01290,CA01290,2025-06-19,2025-09-03,C009,S011,R05,P004,Proposal,0.5500,135808.40,74694.62,,False
OP01291,CA01291,2025-06-14,2025-09-01,C017,S009,R03,P003,Closed Won,1.0000,62942.52,62942.52,,False
OP01292,CA01292,2025-06-14,2025-08-27,C009,S001,R01,P007,Prospecting,0.1500,64616.99,9692.55,,False
OP01293,CA01293,2025-08-30,2025-09-22,C006,S007,R01,P001,Proposal,0.5500,301626.92,165894.80,,False
OP01294,CA01294,2025-06-22,2025-09-18,C009,S002,R02,P008,Closed Won,1.0000,172926.00,172926.00,,False
OP01295,CA01295,2025-07-26,2025-09-03,C013,S006,R06,P007,Prospecting,0.1500,24324.28,3648.64,,False
OP01296,CA01296,2025-07-13,2025-08-15,C005,S005,R05,P001,Prospecting,0.1500,33848.41,5077.26,,False
OP01297,CA01297,2025-07-10,2025-09-04,C011,S009,R03,P006,Qualified,0.3000,89472.94,26841.88,,False
OP01298,CA01298,2025-08-13,2025-08-30,C013,S003,R03,P001,Negotiation,0.7200,28878.63,20792.61,,False
OP01299,CA01299,2025-07-06,2025-09-07,C020,S009,R03,P001,Proposal,0.5500,11758.06,6466.93,,False
OP01300,CA01300,2025-07-22,2025-08-30,C021,S008,R02,P002,Closed Won,1.0000,337219.08,337219.08,,False
OP01301,CA01301,2025-06-02,2025-08-26,C028,S011,R05,P006,Proposal,0.5500,200.19,110.10,,False
OP01302,CA01302,2025-06-19,2025-08-25,C013,S007,R01,P005,Proposal,0.5500,76878.35,42283.09,,False
OP01303,CA01303,2025-08-23,2025-09-06,C017,S012,R06,P006,Proposal,0.5500,32161.42,17688.78,,False
OP01304,CA01304,2025-09-19,2025-10-05,C005,S002,R02,P002,Qualified,0.3000,63590.99,19077.30,,False
OP01305,CA01305,2025-07-05,2025-09-27,C005,S005,R05,P002,Proposal,0.5500,89205.84,49063.21,,False
OP01306,CA01306,2025-09-14,2025-10-18,C026,S011,R05,P005,Negotiation,0.7200,347504.23,250203.04,,False
OP01307,CA01307,2025-07-30,2025-10-19,C015,S008,R02,P006,Prospecting,0.1500,10764.15,1614.62,,False
OP01308,CA01308,2025-08-19,2025-10-12,C004,S011,R05,P007,Closed Won,1.0000,16973.04,16973.04,,True
OP01309,CA01309,2025-06-25,2025-09-16,C024,S002,R02,P001,Closed Lost,0.0000,88574.64,0.00,Budget Frozen,False
OP01310,CA01310,2025-08-09,2025-09-23,C024,S008,R02,P006,Closed Won,1.0000,96433.68,96433.68,,False
OP01311,CA01311,2025-08-22,2025-09-10,C009,S007,R01,P007,Negotiation,0.7200,28334.29,20400.69,,False
OP01312,CA01312,2025-07-30,2025-10-04,C018,S001,R01,P004,Proposal,0.5500,284809.94,156645.47,,False
OP01313,CA01313,2025-07-26,2025-10-09,C018,S008,R02,P004,Closed Won,1.0000,483158.72,483158.72,,False
OP01314,CA01314,2025-08-17,2025-10-03,C015,S004,R04,P005,Qualified,0.3000,295660.58,88698.18,,False
OP01315,CA01315,2025-09-17,2025-10-05,C009,S003,R03,P008,Prospecting,0.1500,14256.82,2138.52,,True
OP01316,CA01316,2025-07-08,2025-09-17,C012,S008,R02,P006,Proposal,0.5500,56031.12,30817.12,,False
OP01317,CA01317,2025-09-16,2025-10-04,C019,S010,R04,P008,Closed Won,1.0000,115350.18,115350.18,,False
OP01318,CA01318,2025-07-20,2025-10-01,C010,S002,R02,P006,Closed Won,1.0000,35910.23,35910.23,,False
OP01319,CA01319,2025-08-27,2025-10-20,C008,S001,R01,P005,Closed Lost,0.0000,289345.97,0.00,Competitor,False
OP01320,CA01320,2025-07-22,2025-10-10,C024,S003,R03,P002,Negotiation,0.7200,1374.40,989.57,,False
OP01321,CA01321,2025-09-09,2025-09-29,C009,S005,R05,P001,Closed Won,1.0000,2004.31,2004.31,,False
OP01322,CA01322,2025-07-28,2025-09-25,C023,S009,R03,P004,Qualified,0.3000,158046.88,47414.06,,False
OP01323,CA01323,2025-08-11,2025-10-11,C012,S002,R02,P004,Prospecting,0.1500,9743.43,1461.51,,False
OP01324,CA01324,2025-07-27,2025-10-16,C029,S004,R04,P002,Qualified,0.3000,275484.78,82645.44,,False
OP01325,CA01325,2025-09-10,2025-10-04,C009,S003,R03,P002,Closed Lost,0.0000,249829.38,0.00,Budget Frozen,False
OP01326,CA01326,2025-10-05,2025-10-22,C013,S008,R02,P008,Prospecting,0.1500,356281.95,53442.29,,False
OP01327,CA01327,2025-07-16,2025-09-25,C015,S009,R03,P006,Prospecting,0.1500,63011.82,9451.77,,True
OP01328,CA01328,2025-09-06,2025-10-12,C017,S002,R02,P001,Closed Won,1.0000,488674.99,488674.99,,False
OP01329,CA01329,2025-07-29,2025-09-30,C028,S008,R02,P006,Qualified,0.3000,13512.18,4053.65,,False
OP01330,CA01330,2025-09-23,2025-10-15,C003,S007,R01,P006,Negotiation,0.7200,9919.24,7141.85,,False
OP01331,CA01331,2025-09-06,2025-09-27,C006,S005,R05,P004,Closed Won,1.0000,103638.96,103638.96,,True
OP01332,CA01332,2025-08-31,2025-09-13,C007,S005,R05,P001,Prospecting,0.1500,209047.03,31357.05,,False
OP01333,CA01333,2025-09-22,2025-10-13,C007,S001,R01,P002,Proposal,0.5500,215013.34,118257.34,,False
OP01334,CA01334,2025-07-15,2025-10-09,C013,S002,R02,P006,Qualified,0.3000,45485.28,13645.58,,False
OP01335,CA01335,2025-07-28,2025-09-26,C026,S009,R03,P001,Closed Won,1.0000,70252.38,70252.38,,False
OP01336,CA01336,2025-09-23,2025-10-06,C027,S011,R05,P007,Proposal,0.5500,220451.70,121248.44,,False
OP01337,CA01337,2025-08-28,2025-09-21,C026,S004,R04,P006,Qualified,0.3000,17604.26,5281.28,,False
OP01338,CA01338,2025-09-07,2025-09-29,C003,S009,R03,P001,Qualified,0.3000,10361.87,3108.56,,False
OP01339,CA01339,2025-08-09,2025-10-20,C010,S011,R05,P003,Proposal,0.5500,198636.18,109249.90,,False
OP01340,CA01340,2025-10-01,2025-10-24,C028,S002,R02,P001,Proposal,0.5500,32702.06,17986.14,,False
OP01341,CA01341,2025-08-16,2025-10-04,C010,S004,R04,P006,Prospecting,0.1500,23201.85,3480.28,,False
OP01342,CA01342,2025-09-16,2025-10-04,C002,S008,R02,P005,Qualified,0.3000,120842.60,36252.78,,False
OP01343,CA01343,2025-08-16,2025-09-13,C012,S003,R03,P001,Qualified,0.3000,28741.15,8622.35,,False
OP01344,CA01344,2025-07-21,2025-10-02,C014,S003,R03,P006,Qualified,0.3000,98869.53,29660.86,,False
OP01345,CA01345,2025-08-24,2025-10-15,C021,S008,R02,P007,Proposal,0.5500,22701.17,12485.64,,False
OP01346,CA01346,2025-07-30,2025-09-19,C023,S005,R05,P008,Closed Won,1.0000,143926.19,143926.19,,False
OP01347,CA01347,2025-08-24,2025-09-11,C019,S007,R01,P007,Closed Lost,0.0000,110285.91,0.00,Timing,False
OP01348,CA01348,2025-09-19,2025-10-02,C016,S006,R06,P007,Qualified,0.3000,88532.36,26559.71,,True
OP01349,CA01349,2025-10-12,2025-11-16,C017,S003,R03,P004,Closed Won,1.0000,123089.76,123089.76,,False
OP01350,CA01350,2025-08-14,2025-10-24,C007,S006,R06,P008,Qualified,0.3000,106565.99,31969.80,,False
OP01351,CA01351,2025-09-06,2025-11-08,C024,S010,R04,P008,Negotiation,0.7200,113293.03,81570.98,,False
OP01352,CA01352,2025-08-04,2025-10-22,C008,S010,R04,P006,Negotiation,0.7200,42912.72,30897.16,,False
OP01353,CA01353,2025-08-25,2025-11-03,C018,S010,R04,P003,Closed Won,1.0000,74279.46,74279.46,,False
OP01354,CA01354,2025-10-29,2025-11-12,C019,S010,R04,P007,Negotiation,0.7200,21783.09,15683.82,,False
OP01355,CA01355,2025-09-19,2025-10-27,C012,S011,R05,P003,Qualified,0.3000,750472.69,225141.81,,False
OP01356,CA01356,2025-08-16,2025-10-28,C025,S009,R03,P002,Prospecting,0.1500,152682.84,22902.43,,False
OP01357,CA01357,2025-10-16,2025-11-18,C009,S011,R05,P007,Closed Won,1.0000,6296.47,6296.47,,False
OP01358,CA01358,2025-08-19,2025-10-25,C011,S006,R06,P004,Prospecting,0.1500,264515.17,39677.28,,False
OP01359,CA01359,2025-09-03,2025-11-06,C028,S011,R05,P001,Closed Won,1.0000,123220.10,123220.10,,False
OP01360,CA01360,2025-10-02,2025-11-16,C022,S003,R03,P008,Closed Won,1.0000,55911.14,55911.14,,False
OP01361,CA01361,2025-09-30,2025-10-25,C024,S009,R03,P001,Closed Won,1.0000,192846.33,192846.33,,False
OP01362,CA01362,2025-10-09,2025-11-01,C027,S004,R04,P003,Qualified,0.3000,340732.44,102219.73,,False
OP01363,CA01363,2025-09-29,2025-11-04,C025,S008,R02,P001,Qualified,0.3000,119994.85,35998.45,,False
OP01364,CA01364,2025-08-16,2025-10-23,C007,S010,R04,P003,Proposal,0.5500,618729.52,340301.23,,False
OP01365,CA01365,2025-08-26,2025-10-29,C027,S004,R04,P008,Closed Won,1.0000,242709.59,242709.59,,False
OP01366,CA01366,2025-10-24,2025-11-05,C013,S009,R03,P003,Proposal,0.5500,29334.68,16134.08,,False
OP01367,CA01367,2025-09-22,2025-10-17,C025,S012,R06,P007,Proposal,0.5500,73352.44,40343.84,,False
OP01368,CA01368,2025-08-26,2025-10-29,C018,S004,R04,P003,Proposal,0.5500,324611.80,178536.49,,True
OP01369,CA01369,2025-08-14,2025-11-03,C007,S009,R03,P003,Negotiation,0.7200,51353.80,36974.74,,False
OP01370,CA01370,2025-09-23,2025-10-30,C026,S011,R05,P001,Proposal,0.5500,6905.16,3797.84,,False
OP01371,CA01371,2025-10-11,2025-11-14,C018,S009,R03,P001,Negotiation,0.7200,161782.23,116483.21,,False
OP01372,CA01372,2025-09-15,2025-11-04,C010,S002,R02,P001,Prospecting,0.1500,269676.53,40451.48,,False
OP01373,CA01373,2025-08-27,2025-10-29,C023,S009,R03,P002,Prospecting,0.1500,42278.89,6341.83,,False
OP01374,CA01374,2025-08-26,2025-11-23,C026,S011,R05,P005,Prospecting,0.1500,667900.12,100185.02,,False
OP01375,CA01375,2025-10-07,2025-11-09,C010,S004,R04,P007,Closed Won,1.0000,111322.42,111322.42,,False
OP01376,CA01376,2025-09-11,2025-10-28,C003,S004,R04,P001,Closed Lost,0.0000,40979.84,0.00,Price,False
OP01377,CA01377,2025-08-22,2025-11-07,C003,S012,R06,P007,Proposal,0.5500,155997.95,85798.87,,False
OP01378,CA01378,2025-08-28,2025-10-24,C028,S001,R01,P001,Closed Lost,0.0000,80139.87,0.00,Price,False
OP01379,CA01379,2025-09-02,2025-11-17,C006,S005,R05,P002,Proposal,0.5500,77158.17,42437.00,,False
OP01380,CA01380,2025-08-04,2025-10-20,C017,S003,R03,P008,Proposal,0.5500,580412.82,319227.05,,False
OP01381,CA01381,2025-08-03,2025-10-20,C025,S002,R02,P002,Proposal,0.5500,118852.12,65368.67,,False
OP01382,CA01382,2025-10-20,2025-11-03,C012,S007,R01,P001,Closed Lost,0.0000,96416.30,0.00,Budget Frozen,False
OP01383,CA01383,2025-10-07,2025-11-16,C006,S012,R06,P005,Qualified,0.3000,237357.43,71207.23,,False
OP01384,CA01384,2025-07-19,2025-10-17,C030,S001,R01,P002,Proposal,0.5500,259719.31,142845.62,,False
