ForecastKey,MonthStartDate,RegionKey,ProductKey,ForecastRevenue,ForecastCost,ForecastVersion
FC202612R03P003,2026-12-01,R03,P003,150567.44,57398.63,Rolling Forecast
FC202612R03P004,2026-12-01,R03,P004,174507.80,62307.32,Rolling Forecast
FC202612R03P005,2026-12-01,R03,P005,203456.14,67775.97,Rolling Forecast
FC202612R03P006,2026-12-01,R03,P006,98585.92,28350.32,Rolling Forecast
FC202612R03P007,2026-12-01,R03,P007,114172.82,34873.99,Rolling Forecast
FC202612R03P008,2026-12-01,R03,P008,171468.75,61626.44,Rolling Forecast
FC202612R04P001,2026-12-01,R04,P001,91815.73,38302.51,Rolling Forecast
FC202612R04P002,2026-12-01,R04,P002,98707.83,46179.89,Rolling Forecast
FC202612R04P003,2026-12-01,R04,P003,118362.05,45985.32,Rolling Forecast
FC202612R04P004,2026-12-01,R04,P004,128204.12,44286.64,Rolling Forecast
FC202612R04P005,2026-12-01,R04,P005,165686.64,54333.13,Rolling Forecast
FC202612R04P006,2026-12-01,R04,P006,73503.19,21699.81,Rolling Forecast
FC202612R04P007,2026-12-01,R04,P007,103107.52,32937.50,Rolling Forecast
FC202612R04P008,2026-12-01,R04,P008,135570.33,50380.61,Rolling Forecast
FC202612R05P001,2026-12-01,R05,P001,110180.18,47519.25,Rolling Forecast
FC202612R05P002,2026-12-01,R05,P002,101535.88,47601.02,Rolling Forecast
FC202612R05P003,2026-12-01,R05,P003,117182.21,48028.00,Rolling Forecast
FC202612R05P004,2026-12-01,R05,P004,161097.74,53789.02,Rolling Forecast
FC202612R05P005,2026-12-01,R05,P005,191936.66,61523.84,Rolling Forecast
FC202612R05P006,2026-12-01,R05,P006,88441.13,25077.10,Rolling Forecast
FC202612R05P007,2026-12-01,R05,P007,100660.82,31606.36,Rolling Forecast
FC202612R05P008,2026-12-01,R05,P008,134143.11,49736.71,Rolling Forecast
FC202612R06P001,2026-12-01,R06,P001,90497.46,39427.45,Rolling Forecast
FC202612R06P002,2026-12-01,R06,P002,118767.40,53604.83,Rolling Forecast
FC202612R06P003,2026-12-01,R06,P003,121361.90,48260.76,Rolling Forecast
FC202612R06P004,2026-12-01,R06,P004,148867.25,49270.89,Rolling Forecast
FC202612R06P005,2026-12-01,R06,P005,163921.68,53313.91,Rolling Forecast
FC202612R06P006,2026-12-01,R06,P006,87512.90,24287.09,Rolling Forecast
FC202612R06P007,2026-12-01,R06,P007,81492.13,25941.24,Rolling Forecast
FC202612R06P008,2026-12-01,R06,P008,132013.43,46813.55,Rolling Forecast
